College,SAT,Acceptance Rate,Earnings 6 yrs after entry,Share First Generation,Retention Rate,Student Faculty Ratio,Mean Net Price,Diversity,Students with Loans,Faculty Salary
Columbia College Chicago,,0.9564,32593,0.2494863516,0.6208,14,24611,0.5276000000000001,0.9491525424,8747
Columbia College Hollywood,,,33987,0.2953367876,0.5932,14,27452,0.5963999999999999,0.9369369369,6369
Columbia International University,1049,0.4563,33774,0.2413793103,0.6358,16,20181,0.4441,0.9024390244,5030
Columbia University in the City of New York,1528,0.0413,83776,0.2504905167,0.9919,6,12836,0.6818000000000001,0.6696969697,19986
Columbus College of Art and Design,,0.9438,34070,0.2456140351,0.8227,10,19136,0.3272,0.9510204082,5580
Columbus State University,1043,0.7852,35220,0.3295178633,0.6103,16,13697,0.5649,0.8373266078,7684
Concord University,1085,0.6281,46700,0.3183879093,0.6707,10,25158,0.24659999999999999,0.9272224781,5960
Concordia College,1151,0.8475,39920,0.1827586207,0.7751,14,22029,0.22180000000000002,0.9735973597,6034
Concordia University Ann Arbor,1085,0.6281,46700,0.3183879093,0.6707,10,25158,0.24659999999999999,0.9272224781,5960
Concordia University Chicago,,0.8781,41421,0.3850063532,0.5725,13,18225,0.5578,0.9090909091,4154
Concordia University Irvine,1174,0.8138,51174,0.2838633687,0.7645,15,24483,0.5404,0.9285714286,7385
Concordia University Texas,1025,0.8904,48725,0.3770491803,0.5576,17,25673,0.6203,0.9146567718,5605
Concordia University Wisconsin,1150,0.6859,46700,0.3183879093,0.8012,12,24607,0.2769,0.9272224781,6948
Connecticut College,,,32788,0.4497487437,0.551,14,6438,0.27349999999999997,0.1194690265,9600
Conway School of Landscape Design,,,,,,,,0.0,,5088
Coppin State University,920,0.4792,36946,0.472,0.5704,10,6010,0.9821,0.798980335,8380
Corban University,1103,0.375,37414,0.2252427184,0.7083,12,26490,0.4007,0.9312267658,6579
Cornell College,,,85814,0.1541640178,,,,0.0,0.7827152927,
Cornell University,,,85814,0.1541640178,,,,0.0,0.7827152927,
Cornerstone University,1109,0.9132,38584,0.3476744186,0.9736,15,20833,0.25780000000000003,0.9104638619,6410
Cornish College of the Arts,,0.6381,28096,0.2257142857,0.7083,7,37135,0.3901,0.9701897019,6545
Cottey College,1096,0.6054,32964,0.3068181818,0.5263,7,16490,0.3135,0.84375,6789
Covenant College,1222,0.8854,37290,,0.8316,11,24467,0.1417,0.8861538462,8202
Cox College,,0.3939,48835,0.4103194103,0.5,9,17490,0.1616,0.9431818182,7268
Cranbrook Academy of Art,,,,,,,,0.0,,9526
Creighton University,1300,0.7775,59761,0.1838398814,0.9073,11,30807,0.28150000000000003,0.9421428571,10009
Criswell College,1120,0.9767,39125,,0.6875,5,13742,0.41609999999999997,0.725,5816
Crowley's Ridge College,,,31306,0.3956834532,0.5897,9,15968,0.2236,0.9150326797,5516
Crown College,,0.6509,38319,0.265625,0.7333,17,25582,0.2823,0.9141104294,5228
Culver-Stockton College,1102,0.9254,39291,0.3187613843,0.6378,14,21189,0.3332,0.961409396,5641
Cumberland University,1070,0.8503,35901,0.3976608187,0.6712,20,14654,0.8430000000000001,0.8302752294,5702
CUNY School of Law,,,,,,,,0.0,,16657
Curry College,1124,0.8032,42947,0.3001567398,0.6316,12,28417,0.34919999999999995,0.961426492,10310
Curtis Institute of Music,,0.048,39113,,0.9,2,19937,0.6697,,8437
Daemen University,,0.7844,49208,0.2884097035,0.8145,12,19883,0.2498,0.9098360656,7061
Dakota State University,1151,0.9546,51147,0.1727807971,0.7612,18,17692,0.1338,0.9320471597,9434
Dakota Wesleyan University,1113,0.7574,44411,0.2894168467,0.7126,12,21847,0.1713,0.9695121951,6148
Dallas Baptist University,1093,0.94,45180,0.3233143786,0.6822,14,26929,0.4351,0.8524344569,8300
Dallas Christian College,,0.1655,37446,0.4013157895,0.4255,12,22841,0.6159,0.9418604651,5031
Dalton State College,,,33932,0.5118196811,0.6575,18,5240,0.45139999999999997,0.3437213566,6641
Dartmouth College,1508,0.0617,78452,0.1736263736,0.9791,7,33023,0.5026,0.7709205021,16392
Davenport University,,0.9827,38927,0.3986062718,0.7785,15,18771,0.33730000000000004,0.8869009585,6885
Davidson College,,,30350,0.4899367453,0.6462,17,6088,0.32030000000000003,0.3923988154,6451
Davis and Elkins College,,0.7761,31540,0.4784688995,0.6711,11,17947,0.6373,0.9237472767,5705
Davis College,,0.7761,31540,0.4784688995,0.6711,11,17947,0.6373,0.9237472767,5705
Daytona State College,,,29942,0.41995441,,17,8867,0.4409,0.3693584906,7096
Dean College,,0.736,28559,0.3168187744,0.751,16,35630,0.39730000000000004,0.9824766355,7047
Defiance College,1038,0.6221,37337,0.3553719008,0.5509,11,24268,0.3507,0.9480519481,6211
Delaware State University,,0.5884,36569,0.3550453817,0.751,16,11626,0.8992999999999999,0.9020065329,8176
Delaware Valley University,1157,0.9283,41364,0.3632850242,0.6938,13,26566,0.31139999999999995,0.9576957696,8577
Delta State University,1020,0.9978,33231,0.3227158424,0.6522,10,14377,0.46029999999999993,0.8486692015,6917
Denison University,1353,0.2827,49317,0.1712328767,0.8744,9,32002,0.3987,0.9398734177,9958
Denver College of Nursing,1174,0.8137,60613,0.36,0.7921,10,23916,0.5008,0.8892421834,7471
DePaul University,,0.6944,54399,0.3023514164,0.8409,17,29537,0.5048,0.9068585944,11700
DePauw University,1293,0.6467,53202,0.1635111876,0.8822,9,22469,0.3782,0.9445350734,9317
Des Moines University,,,,,,,,0.0,,8666
DeSales University,1180,0.7822,52248,0.2954747116,0.8145,13,27678,0.2847,0.9567346939,8394
DeVry University,,0.4494,38520,0.5022521408,0.7,16,30139,0.7191,0.8188157573,8670
Dickinson College,,0.4808,56600,0.1219512195,0.9243,9,15554,0.35169999999999996,0.9373970346,9310
Dickinson State University,1014,0.9935,43987,0.3053016453,0.6535,13,14557,0.2197,0.9098639456,6908
Dillard University,1060,0.5522,29497,0.3528528529,0.7299,13,18901,0.9976000000000002,0.9337579618,5866
Doane University,,0.772,43536,0.2992545261,0.6629,10,23792,0.2514,0.9322033898,6855
Dominican School of Philosophy & Theology,,,,,,,,0.0,,3217
Dominican University,1058,0.756,45687,0.3212951432,0.7564,12,21627,0.7525,0.943231441,8500
Dominican University New York,1058,0.756,45687,0.3212951432,0.7564,12,21627,0.7525,0.943231441,8500
Dominican University of California,1160,0.9293,68427,0.306122449,0.8075,10,44990,0.7545999999999999,0.9223484848,9008
Donnelly College,,,30336,0.60625,0.6438,8,15585,0.8512000000000001,0.53125,3716
Dordt University,1199,0.7323,45044,0.1224862888,0.8286,14,25575,0.1963,0.9480286738,6547
Drake University,1311,0.6907,57268,0.1530054645,0.8385,11,29098,0.2678,0.9364111498,9853
Drew University,,0.6329,67299,0.4770642202,0.5862,8,25852,0.9529,,9170
Drexel University,1317,0.8263,69511,0.2922854785,0.8959,10,23167,0.5239,0.9195336391,11473
Drury University,1249,0.6542,34289,0.4127630686,0.7593,12,18582,0.22920000000000001,0.7858439201,5581
Duke University,1516,0.0589,82232,0.1345885635,0.9772,6,31416,0.5998,0.8151373074,16996
Dunwoody College of Technology,,0.9904,55019,0.2821948488,0.5833,10,25867,0.2772,0.8519607843,6714
Duquesne University,1235,0.8426,60449,0.1729686243,0.8427,13,33823,0.1891,0.9636785162,9283
Earlham College,1259,0.6908,35308,0.2262569832,0.7619,7,22195,0.4609,0.9032258065,7408
East Carolina University,,0.9389,43995,0.2646028037,0.8092,18,16162,0.35609999999999997,0.8811012394,8593
East Central University,1034,0.6468,37836,0.4641319943,0.5653,17,11157,0.49570000000000003,0.6192994052,5887
East Georgia State College,,,28918,0.3310702875,0.6667,20,8696,0.6089000000000001,0.6872766262,5823
East Stroudsburg University,1060,0.9339,43234,0.3954457986,0.6695,18,17974,0.45740000000000003,0.9324870167,10213
East Tennessee State University,1135,0.874,35345,0.3768948094,0.6677,15,13220,0.2359,0.7593809625,7815
East Texas Baptist University,,0.6452,38707,0.3182423435,0.6129,14,22832,0.3944,0.9240348692,7151
Eastern Connecticut State University,,0.732,46225,0.3446535108,0.7708,14,18292,0.3642,0.92412039,9372
Eastern Illinois University,1036,0.7174,41743,0.3421643467,0.7351,14,12872,0.42410000000000003,0.8784440843,8632
Eastern Kentucky University,1084,0.9835,37199,0.3995334888,0.7386,15,13821,0.1814,0.8358990148,7301
Eastern Mennonite University,1346,0.9523,45330,0.3190661479,0.7685,11,22424,0.34719999999999995,0.95,5953
Eastern Michigan University,1061,0.8461,40440,0.3441964286,0.6949,15,16445,0.403,0.8730309614,9759
Eastern Nazarene College,1135,0.6408,41180,0.3009404389,0.7541,10,18319,0.5783,0.8684931507,5725
Eastern New Mexico University,1002,0.325,31638,0.4558617468,0.5939,16,4994,0.6124999999999999,0.4883346742,7244
Eastern Oregon University,,0.9768,41115,0.46485623,0.6453,15,15620,0.31620000000000004,0.8334540188,7819
Eastern University,1346,0.9523,45330,0.3190661479,0.7685,11,22424,0.34719999999999995,0.95,5953
Eastern Virginia Medical School,,,,,,,,0.0,,12991
Eastern Washington University,,0.9707,45372,0.3623188406,0.6685,20,12801,0.41300000000000003,0.8226021314,9399
East-West University,,,23280,0.5393939394,0.28,20,15809,0.9672,0.8830275229,6981
Ecclesia College,,0.6735,35111,0.4742268041,0.5429,10,17209,0.486,0.6338028169,1167
Eckerd College,,0.7038,38265,0.2037533512,0.8066,12,35367,0.23790000000000003,0.917721519,8349
ECPI University,,0.8247,37907,0.4767248084,0.4345,11,23297,0.6266,0.8401869159,6387
Edgewood College,,0.9549,49173,0.2810271041,0.7168,12,26700,0.23799999999999996,0.9283819629,6696
Edward Waters University,,0.8011,26715,0.5041322314,0.5649,22,13330,0.9646999999999999,0.8538251366,5132
Elizabeth City State University,951,0.7679,30939,0.3745704467,0.7333,16,4060,0.8362,0.7907692308,7711
Elizabethtown College,,,29254,0.4796453043,0.6416,22,5163,0.2015,0.4061289186,5858
Elmhurst University,1145,0.7129,51238,0.351910828,0.7615,13,23036,0.4608,0.8754552076,8200
Elmira College,,0.9378,47293,0.2683982684,0.7151,8,25773,0.25,0.9780876494,5365
Elon University,,0.7771,54056,0.0909090909,0.8769,12,39437,0.20120000000000002,0.9222126188,9501
Embry-Riddle Aeronautical University,1240,0.7376,65864,0.3554592721,0.7754,17,36270,0.41359999999999997,0.6299855839,9290
Emerson College,1325,0.4528,46641,0.1315577078,0.8678,13,45609,0.4347,0.9727838258,10422
Emmanuel College,1070,0.7784,31108,0.3561946903,0.6415,15,19128,0.3816,0.899795501,5110
Emmaus Bible College,1131,0.9906,33570,,0.5714,7,14934,0.25,0.6949152542,4638
Emory & Henry College,,0.8721,37694,0.2670565302,0.7149,12,19053,0.2808,0.9226618705,7254
Emory University,1480,0.1305,68643,0.1638702461,0.9485,9,25424,0.652,0.8475836431,14938
Emporia State University,,0.8837,38643,0.3396099529,0.7367,17,15312,0.31120000000000003,0.8583797155,6934
Endicott College,,0.7721,47884,0.1894818252,0.8691,13,36594,0.15960000000000002,0.9379615953,10994
Erskine College,1041,0.6267,37782,0.2225352113,0.5871,15,37868,0.5228999999999999,0.9422572178,5020
Eureka College,1017,0.8666,38268,0.3415977961,0.6031,12,19903,0.2883,0.9445843829,5652
Evangel University,,0.6364,34943,0.2610571737,0.7368,15,21623,0.23939999999999997,0.929092805,4851
Everglades University,,0.6042,37876,0.4180238871,0.7782,16,30055,0.5362,0.8801534036,4302
Fairfield University,1315,0.5581,75433,0.1654441728,0.8915,12,43569,0.2147,0.9560094266,12205
Fairleigh Dickinson University,,0.8473,44783,0.4255060729,0.6895,15,10987,0.7857,0.8998949947,9443
Fairmont State University,1018,0.9875,36189,0.4139814309,0.607,14,11884,0.11679999999999999,0.8293670886,6534
Faith Baptist Bible College and Theological Seminary,1162,0.5614,29753,,0.8033,15,15226,0.15819999999999998,0.6974789916,5329
Farmingdale State College,1106,0.7251,55094,0.397044004,0.8021,17,6934,0.5271999999999999,0.6323003576,8696
Fashion Institute of Technology,,0.5168,49996,0.2760084926,0.8597,17,8985,0.5966,0.7462514418,9185
Faulkner University,1042,0.646,36092,0.4300319489,0.6421,13,20371,0.54,0.9105322763,6271
Fayetteville State University,923,0.8206,33500,0.4089541008,0.6333,15,6623,0.8111,0.7940503432,8414
Felician University,1020,0.9198,46671,0.4948979592,0.7327,14,17166,0.7514,0.9040247678,7508
Ferris State University,1047,0.8477,45373,0.352963101,0.7694,15,13010,0.2373,0.887925052,9818
Ferrum College,1061,0.7642,34610,0.3884892086,0.5651,12,22021,0.5023,0.9555314534,5268
Fielding Graduate University,,,,,,,,0.0,,7035
Finlandia University,,0.7821,31007,0.3654390935,0.4048,13,14416,0.43749999999999994,0.9427083333,5645
Fisher College,952,0.7235,32634,0.4677419355,0.5399,12,24758,0.7947,0.9303097345,5720
Fisk University,1167,0.6111,29620,0.2657807309,0.6345,15,23136,0.9945999999999998,0.8898809524,6241
Fitchburg State University,1082,0.8527,46062,0.3591470258,0.6794,13,16324,0.3563,0.9349142281,9377
Five Towns College,,0.4578,30966,0.3170731707,0.7397,10,19984,0.5182,0.8606557377,5497
Flagler College,1102,0.7404,40607,0.2803738318,0.7042,15,23575,0.282,0.9088235294,7595
Florida Agricultural and Mechanical University,1068,0.3529,35527,0.3659409484,0.8907,14,12479,0.9722999999999999,0.8502352326,8862
Florida Atlantic University,1119,0.7801,44590,0.3877728309,0.8028,21,7990,0.6101000000000001,0.6684730937,9848
Florida College,,,28179,0.4391143911,0.75,12,9191,0.5583,,
Florida Gateway College,,,31132,0.5539906103,,14,1494,0.3036,0.1709677419,6170
Florida Gulf Coast University,1104,0.8921,42608,0.3594800538,0.8192,22,9713,0.40650000000000003,0.7352329451,8736
Florida Institute of Technology,1254,0.6588,36415,0.4013402829,0.8182,14,31172,0.4511,0.8425559947,9904
Florida International University,1155,0.6401,46662,0.4140373893,0.9019,24,6232,0.9083,0.5978217254,10252
Florida Memorial University,,0.5676,27882,0.4601889339,0.5124,15,16861,0.9926,0.905511811,7488
Florida National University,,,28933,0.5662162162,0.6131,19,21055,0.9701,0.6978766948,5014
Florida Southern College,1268,0.6088,43834,0.2761989343,0.7917,14,25434,0.3185,0.9131175468,8640
Florida SouthWestern State College,,,34933,0.504302926,,27,8547,0.62,0.4087040308,6592
Florida State College at Jacksonville,,,33522,0.4410528917,,23,3296,0.5487,0.4525742363,6338
Florida State University,1280,0.3707,47426,0.2763640404,0.9366,22,9561,0.4211,0.7457222856,11305
Fontbonne University,1100,0.7811,40684,0.3224222586,0.7059,10,18111,0.37199999999999994,0.9484066768,7349
Fordham University,1402,0.583,63774,0.1764084507,0.8812,14,35320,0.4745,0.8846280992,14594
Fort Hays State University,,0.9034,40602,0.385026738,0.7292,15,13515,0.5012,0.8476944574,7040
Fort Lewis College,1057,0.9275,35434,0.3085036256,0.5427,14,14925,0.618,0.7886029412,7218
Fort Valley State University,921,0.7226,27657,0.3423493045,0.67,21,13320,0.9764999999999999,0.9380591879,6742
Framingham State University,1092,0.838,45542,0.3225071225,0.707,11,16513,0.4264,0.9167950693,9528
Francis Marion University,1011,0.8613,33385,0.3626782393,0.6563,13,13020,0.5245000000000001,0.8743661972,7649
Franciscan Missionaries of Our Lady University,1065,0.5453,52240,0.4736024845,0.7857,10,15545,0.34099999999999997,0.929676512,6916
Franciscan University of Steubenville,1213,0.6845,41555,0.1091370558,0.8166,16,18769,0.2374,0.9433497537,8463
Franklin and Marshall College,,0.3754,55963,0.1948275862,0.9115,9,30182,0.4395,0.9382113821,10137
Franklin College,,0.3754,55963,0.1948275862,0.9115,9,30182,0.4395,0.9382113821,10137
Franklin Pierce University,,0.8853,45422,0.2977691562,0.7347,12,27876,0.267,0.9856115108,7642
Franklin University,,0.8853,45422,0.2977691562,0.7347,12,27876,0.267,0.9856115108,7642
Franklin W. Olin College of Engineering,1537,0.1797,109372,,1.0,8,21474,0.5817,,12585
Freed-Hardeman University,1180,0.8788,36758,0.185046729,0.851,13,17099,0.1188,0.8779661017,7093
Fresno Pacific University,1100,0.7786,46172,0.4657631954,0.7158,11,11531,0.745,0.881443299,7738
Friends University,1065,0.5767,41406,0.3576271186,0.6154,12,19905,0.4367,0.9329173167,6656
Frostburg State University,1089,0.8605,42577,0.3599803825,0.7002,13,15538,0.44469999999999993,0.858418937,7564
Furman University,1375,0.7135,47832,0.1237785016,0.9066,9,25925,0.23079999999999998,0.9093799682,9830
Gallaudet University,941,0.6169,31467,0.3385650224,0.7961,6,22616,0.5650000000000001,0.6358267717,9693
Gannon University,1134,0.8359,48210,0.2606679035,0.8137,13,21964,0.3052,0.9320557491,8045
Gardner-Webb University,1086,0.7895,40409,0.354704413,0.5936,11,19785,0.39899999999999997,0.899068323,6977
Geisinger Commonwealth School of Medicine,,,,,,,,0.0,,
Geneva College,,0.7937,40386,0.2459499264,0.7273,11,18409,0.2069,0.931880109,7301
George Fox University,1184,0.8254,46182,0.2756302521,0.8219,16,30927,0.32599999999999996,0.9221085759,7658
George Mason University,1250,0.913,58412,0.2998785917,0.8365,16,18581,0.6442,0.8360456643,12121
George Washington University,1419,0.4971,66229,0.1606580329,0.9074,12,26272,0.4956,0.9282828283,15282
Georgetown College,,0.7453,36982,0.3308550186,0.723,13,14853,0.2239,0.9484902309,6516
Georgetown University,1488,0.1198,78439,0.1606456572,0.9761,11,24570,0.5001,0.8414454277,16073
Georgia Gwinnett College,1054,0.9303,34400,0.3561382184,0.5877,17,11400,0.7564000000000001,0.6618127786,7163
Georgia Institute of Technology,1423,0.1596,84375,0.1491513182,0.9703,14,14820,0.5859,0.813718663,14209
Georgia Southern University,1091,0.9051,42367,0.2510034404,0.7203,22,15851,0.43260000000000004,0.8899811473,8098
Georgia Southwestern State University,1082,0.8558,41235,0.3452012384,0.539,16,12567,0.4407,0.8461538462,7139
Georgia State University,1082,0.8558,41235,0.3452012384,0.539,16,12567,0.4407,0.8461538462,7139
Georgian Court University,1121,0.796,41948,0.4211356467,0.6959,10,19753,0.4506,0.9297752809,8296
Gettysburg College,1361,0.5633,59372,0.1372282609,0.9063,10,26853,0.2923,0.9581151832,9703
Glenville State University,,,34318,0.4847715736,0.6832,17,15037,0.2614,0.6902654867,6118
Goddard College,,1.0,33179,0.2907801418,0.25,6,26622,0.5342,0.9271523179,5167
God's Bible School and College,,0.6458,25598,0.35,0.8636,8,8946,0.2306,0.5272727273,1083
Golden Gate University,,,82957,0.5273972603,,15,,0.6715000000000001,0.8479532164,9486
Goldey-Beacom College,,0.6288,41870,0.4217252396,0.8214,17,13206,0.6418,0.7433628319,8615
Goldfarb School of Nursing at Barnes-Jewish College,,,65019,0.3087719298,,10,,0.2668,0.9831081081,7102
Gonzaga University,1321,0.7615,65106,0.1331010453,0.92,11,30828,0.3204,0.9352419905,10231
Good Samaritan College of Nursing and Health Science,1070,0.8889,54349,0.4568965517,,7,25576,0.25889999999999996,0.9251968504,7013
Goodwin University,,,37107,0.5281116712,,9,23337,0.5136999999999999,0.8817341409,6004
Gordon College,1010,0.8764,32102,0.3781278962,0.6518,18,8925,0.4956,0.7554639175,6371
Gordon State College,1010,0.8764,32102,0.3781278962,0.6518,18,8925,0.4956,0.7554639175,6371
Goshen College,1163,0.9285,43624,0.3689839572,0.702,9,16407,0.5145,0.90625,5981
Goucher College,1251,0.8234,40132,0.1759729272,0.8017,8,19781,0.4906,0.8461538462,7705
Governors State University,951,0.5205,46424,0.4261943103,0.478,10,9419,0.6989,0.8107741059,7772
Grace Christian University,,1.0,32650,0.517053206,0.7761,16,13525,0.43770000000000003,0.8780487805,4949
Grace College,1123,0.8316,38506,0.2814009662,0.7538,20,18393,0.21250000000000002,0.9163802978,7521
Graceland University,1038,0.6662,40403,0.3758212878,0.6603,13,18561,0.45760000000000006,0.9516324063,6207
Grambling State University,942,0.7246,26314,0.3945178659,0.6933,24,17157,0.9917999999999999,0.9680579216,6007
Grand Canyon University,,0.8284,37384,0.4744080533,0.7059,20,21176,0.5146000000000001,0.8791040792,6956
Grand Valley State University,,0.9165,44050,0.2732988166,0.8293,15,17210,0.1873,0.9196669403,9455
Grand View University,1032,0.9955,45421,0.3602040816,0.7103,12,36663,0.3865,0.9329608939,6849
Gratz College,,,,,,12,,0.0357,0.5,6184
Great Basin College,,,32127,0.5237315876,,19,7758,0.4008,0.2936288089,7940
Great Lakes Christian College,,,29435,0.2903225806,0.6053,15,17328,0.32260000000000005,0.8971962617,4851
Greensboro College,,0.8814,35959,0.315978456,0.6842,10,15962,0.5131000000000001,0.9543230016,6117
Greenville University,1008,0.7954,38514,0.3112701252,0.6968,11,21222,0.3913,0.9556313993,5800
Grinnell College,1450,0.1054,45964,0.1756097561,0.925,9,28610,0.47990000000000005,0.8976744186,11437
Grove City College,1259,0.7257,,,0.8918,13,,0.0897,,
Guilford College,1055,0.8209,37766,0.2632275132,0.5833,12,23841,0.5279,0.9184652278,6915
Gulf Coast State College,,,31340,0.4887218045,,18,3141,0.31989999999999996,0.2648379052,5443
Gustavus Adolphus College,1330,0.7257,48470,0.1465838509,0.8365,12,18044,0.20429999999999998,0.954965358,7876
Gwynedd Mercy University,1095,0.906,58861,0.4371584699,0.7985,10,26072,0.37870000000000004,0.9733656174,6853
Hamilton College,1492,0.1407,62322,0.1328502415,0.9429,9,26296,0.35340000000000005,0.9043280182,11355
Hamline University,1140,0.7643,47601,0.2320162107,0.7162,13,18813,0.42250000000000004,0.9231464738,8146
Hampden-Sydney College,1170,0.3681,53609,,0.8995,9,24701,0.1881,0.9566326531,8254
Hampshire College,,,37433,0.424439624,0.6123,11,15772,0.2947,0.801409353,7263
Hampton University,,0.8012,44267,0.1975116641,0.8127,13,40395,0.9934000000000001,0.9349593496,7637
Hannibal-LaGrange University,1116,0.6505,36298,0.4574898785,0.7045,10,17790,0.27990000000000004,0.9400749064,5152
Hanover College,1264,0.7279,42878,0.2532188841,0.8037,11,19722,0.229,0.9362139918,8304
Harding University,1183,0.5414,43030,0.2054794521,0.8422,16,20429,0.2039,0.9176389842,7507
Hardin-Simmons University,1068,0.9459,42087,0.3147138965,0.6267,15,21916,0.45849999999999996,0.8911392405,7195
Harrisburg University of Science and Technology,,,35474,0.44,0.5914,17,12295,0.6023000000000001,0.889261745,7640
Harris-Stowe State University,,,26417,0.4731934732,0.6742,8,11570,0.9642,0.763705104,6654
Hartwick College,1147,0.9561,44991,0.2708688245,0.6289,12,22803,0.40379999999999994,0.968,7873
Harvard University,1534,0.0401,87213,0.25708061,0.9643,7,13259,0.6366,0.4205128205,21720
Harvey Mudd College,1533,0.0999,118953,,0.9757,9,30026,0.7413999999999998,0.9215686275,14431
Hastings College,,0.7089,43164,0.2748538012,0.6897,13,21518,0.3077,0.9613259669,6530
Haverford College,1494,0.1784,56106,0.162055336,0.9371,8,29138,0.47809999999999997,0.6367041199,10700
Hawaii Pacific University,1183,0.8532,47645,0.3583756345,0.6401,18,27434,0.7075,0.7996340348,8534
Hebrew College,,0.8,31188,,0.8696,5,14041,0.0864,,3355
Heidelberg University,1104,0.8636,41163,0.3218390805,0.705,15,22116,0.2074,0.9659442724,6424
Helene Fuld College of Nursing,,0.3919,89211,0.462633452,,12,,0.8797,0.9336734694,8926
Henderson State University,1084,0.7501,34313,0.3767383059,0.562,14,16696,0.3546,0.771132835,6613
Hendrix College,1286,0.683,38684,0.1920668058,0.8032,11,10299,0.311,0.9087301587,7615
Heritage Christian University,,,41320,,1.0,6,4856,0.1127,0.48,5072
Heritage University,,,41320,,1.0,6,4856,0.1127,0.48,5072
Herzing University,,0.9417,33074,0.5209032652,0.5,12,24165,0.5365,0.9063326199,6155
High Point University,,,28684,0.4722883373,,9,,0.6577999999999999,0.8261023678,
Hilbert College,1006,0.9264,41782,0.3813953488,0.6154,12,17195,0.35660000000000003,0.898089172,5975
Hillsdale College,,,19839,,0.6429,5,10966,0.0,,
Hiram College,,0.9342,42427,0.3757961783,0.7149,13,17639,0.5147,0.9367588933,6650
Hodges University,,,30088,0.6504192872,0.5,10,19624,0.6162000000000001,0.4047948363,6882
Hofstra University,1288,0.6776,53862,0.2353177796,0.8004,13,32511,0.4726,0.9283559578,14068
Hollins University,,0.7472,31660,0.2582417582,0.7438,9,22664,0.4234,0.9522613065,6636
Holy Apostles College and Seminary,,,,,0.6,8,16060,0.4211999999999999,0.65,4869
Holy Cross College,1346,0.4287,67926,0.1662531017,0.9603,10,32990,0.2738,0.9494712103,11454
Holy Family University,1075,0.7703,53142,0.4630390144,0.819,13,11696,0.37600000000000006,0.9642201835,7306
Holy Names University,,0.9531,60314,0.4749034749,0.6212,9,20437,0.8714999999999999,0.8562091503,8092
Hood College,,0.7679,41722,0.3111111111,0.7201,10,22508,0.4226,0.9111111111,7968
Hope College,1090,0.3997,37372,0.3863134658,0.6556,13,18248,0.6511,0.8970873786,5666
Hope International University,1090,0.3997,37372,0.3863134658,0.6556,13,18248,0.6511,0.8970873786,5666
Houghton University,1193,0.7907,36029,0.1700819672,0.7529,12,23290,0.2712,0.8498168498,6145
Houston Baptist University,1155,0.8487,44824,0.3627546072,0.6782,16,18745,0.7927000000000001,0.8483606557,7675
Howard Payne University,,0.5926,38043,0.3740095087,0.5213,10,23310,0.4763,0.9344023324,5897
Howard University,,,,,,15,,0.9999,,13934
Hult International Business School,,0.507,,,0.7902,10,41820,0.9906,,9241
Humboldt State University,,0.9146,36804,0.44061178,0.7368,16,13335,0.5318,0.7804269476,9796
Humphreys University,,,34790,0.5897435897,1.0,7,8502,0.797,0.8544303797,5621
Huntingdon College,1111,0.693,39452,0.3456,0.7215,15,23330,0.3402,0.9349112426,7133
Huntington University,1108,0.7877,35959,0.3109452736,0.7348,12,18851,0.2066,0.8859857482,6946
Husson University,,0.8555,36926,0.3217893218,0.7567,14,19688,0.17080000000000004,0.9572708477,7497
Huston-Tillotson University,918,0.5003,34305,0.4343971631,0.5361,16,10311,0.9574999999999999,0.9143730887,5562
Icahn School of Medicine at Mount Sinai,,,,,,,,0.0,,
Idaho State University,,,37498,0.360585723,0.6515,13,17410,0.2694,0.7929405225,7968
Illinois College,,0.9286,76330,0.47309798,0.7778,19,23638,0.49019999999999997,0.9515068493,7576
Illinois College of Optometry,,,,,,,,0.0,,10539
Illinois Institute of Technology,1328,0.6611,68517,0.3223767383,0.8672,12,22166,0.6133,0.8516421291,13097
Illinois State University,1125,0.9154,50073,0.2964350118,0.832,19,20579,0.29839999999999994,0.9153225806,8532
Illinois Wesleyan University,1239,0.4523,57097,0.1772575251,0.8503,12,27611,0.305,0.9756493506,8564
Immaculata University,1161,0.7958,56491,0.350877193,0.817,9,28338,0.29269999999999996,0.9451659452,4829
Indian River State College,,,30508,0.4801352494,,25,3966,0.6044,0.2014708397,8446
Indiana Institute of Technology,,0.6501,34473,0.5330149502,0.6216,15,20893,0.4334,0.9335189127,8398
Indiana State University,,0.9368,38881,0.3619030325,0.6058,16,14961,0.28950000000000004,0.8636135718,7592
Indiana University - Purdue University Indianapolis,,,57836,0.1853810686,,,,0.0,0.7990543735,
Indiana University Bloomington,1298,0.8504,49927,0.2211493718,0.903,17,14216,0.3121,0.8466086568,10946
Indiana University East,1106,0.8051,39632,0.4462962963,0.6063,13,8149,0.2267,0.7643644806,7006
Indiana University Fort Wayne,1066,0.994,42941,0.3594339623,0.7424,11,17773,0.3301,0.9183673469,6942
Indiana University Kokomo,1096,0.9035,39048,0.4026243094,0.5954,15,4757,0.2009,0.728553137,6497
Indiana University Northwest,1056,0.8548,36371,0.4537660747,0.6421,14,6666,0.5196000000000001,0.7313681869,7074
Indiana University of Pennsylvania,1044,0.942,41806,0.3225602028,0.7133,22,20201,0.2444,0.9528775589,10639
Indiana University South Bend,1085,0.8894,37826,0.4102216192,0.5401,12,8518,0.35019999999999996,0.7315352697,6622
